org_key,title,unjobs_url,original_url,exclusion_reason
unwomen,"Técnico/a de Apoyo en Operaciones, Técnico/a de Apoyo en Operaciones, La Paz, Bolivia",https://unjobs.org/vacancies/1779548484485,,no_grade
unwomen,"UN Women Resource Mobilization and Partnerships Consultant, Home-based, International Consultant, Thailand",https://unjobs.org/vacancies/1779637393635,,intern_consultant
unwomen,"UN Women: Transforming care systems in the Philippines, Home-based, National Consultant, Manila, Philippines",https://unjobs.org/vacancies/1779637300457,,intern_consultant
unwomen,"UN Women Regional Evaluation Research Consultant (Retainer), Home-based, Bangkok, Thailand",https://unjobs.org/vacancies/1779637304763,,intern_consultant
unwomen,"UN Women: Consultant - Support the reprocessing of environment microdata and the creation of a gender-environment data dashboard, Home Based, International Consultant, Home based, Remote",https://unjobs.org/vacancies/1779637307577,,intern_consultant
unwomen,"Program Specialist WPS, Bishkek, Kyrgyzstan",https://unjobs.org/vacancies/1779637310563,,no_grade
unwomen,"Monitoring and Reporting Specialist, Kyiv, Ukraine, NOC, FTA, Kyiv, Ukraine",https://unjobs.org/vacancies/1779637320479,,intern_consultant
unwomen,"Consultant.e national.e pour le renforcement des capacités de la coalition civile en matière de plaidoyer sur la BSG (home based), Home based, Remote",https://unjobs.org/vacancies/1779637322967,,intern_consultant
unwomen,"Programme Consultant - Humanitarian Action and Women’s Economic Empowerment, Kampala, Uganda",https://unjobs.org/vacancies/1779637332320,,intern_consultant
unwomen,"Intern Roaster - Programme & Operations Freetown, Sierra Leone, Freetown, Sierra Leone",https://unjobs.org/vacancies/1779637341014,,intern_consultant
unwomen,"UN Women: Individual National Consultant - Evaluation Consultant/s, Home-Based – Retainer., Home based, Remote",https://unjobs.org/vacancies/1779637343348,,intern_consultant
unwomen,"UN Women Vietnam Country Office: Consultant to Support the Development of the Action Plan for the Implementation of CEDAW Recommendations,Home-based, National Consultant, Ha Noi, Viet Nam",https://unjobs.org/vacancies/1779637345658,,intern_consultant
unwomen,"UN Women Communications & Advocacy Consultant, Private Sector (Home based), Home based, Remote",https://unjobs.org/vacancies/1779637350626,,intern_consultant
unwomen,"UN Women: Consultant for Costing Health Services for GBV Survivors to Inform Sustainable Financing Frameworks, Home-based, Indonesia, National Consultant, Home based, Remote",https://unjobs.org/vacancies/1779637352626,,intern_consultant
unwomen,"ONU MUJERES: Consultoría Especializada para el área de Empodermiento Económico en los Temas de Cuidados y Protección Social para la Región de LAC, Homebased Assigment, ACRO, Consultoría Internacional Retainer, Home based, Remote",https://unjobs.org/vacancies/1779637354599,,no_grade
unwomen,"UN Women Media Analyst Consultant, Bonn, Germany, Bonn, Germany",https://unjobs.org/vacancies/1779637364640,,intern_consultant
unwomen,"UN Women Partnerships Consultant, Private Sector, Home based, Remote",https://unjobs.org/vacancies/1779637366812,,intern_consultant
unwomen,"National Consultant – Support to Women’s Access to Justice and Leadership Programming (EVAW Programme, Tanzania), Zanzibar, Tanzania",https://unjobs.org/vacancies/1779637369018,,intern_consultant
